Planet number, mass of planet, radii planet, period, first transit, a, dur, noise file
A2.44, 0.33226275993931975, 0.7432712619004008, 70.28156014874774, 62.85013660764411, 68.41032143750455, 2.6198918265473896,9, 
A2.45, 0.3369762236916825, 0.7445495343648173, 1.2429330658951576, 0.9832970982040615, 4.643647006524761, 1.9002333074580415,1, 
A2.46, 0.3407806256568707, 0.74533668030558, 12.553498582749482, 9.306122417137276, 21.69720995295266, 1.507588296946917,6, 
A2.47, 0.33903849150826826, 0.7464638681035848, 28.99350133478008, 6.4802634470348055, 37.910642843667176, 1.9605587743656048,5, 
A2.48, 0.35114490582723534, 0.7473977776856079, 71.85966267464453, 11.820319238181316, 69.43058548122555, 2.639166353310596,9, 
A2.49, 0.3454410326483273, 0.7484016433353828, 70.06800553772861, 8.53318175634105, 68.2716730352343, 2.6172445332883574,8, 
A2.50, 0.35197137589812894, 0.7495413253025314, 7.492997803011303, 3.861671522732468, 15.381467846335063, 1.303342778265704,2, 
A2.51, 0.35381159551877167, 0.7504565496678206, 21.7265590116584, 0.16787556570356868, 31.27673033677038, 1.787233761352849,4, 
A2.52, 0.3435826694467858, 0.7517103480584122, 14.956390574525463, 10.541114488218993, 24.384390586385628, 1.5899542184873359,9, 
A2.53, 0.3448168878836728, 0.7524049845146435, 36.60870210897872, 26.089458066226523, 44.28774789635382, 2.1147209225978294,4, 
A2.54, 0.357361057313976, 0.7535090694291353, 17.660205661577695, 4.299388217232671, 27.241094473903146, 1.6740753224627318,4, 
A2.55, 0.34632823145780756, 0.7544783947189511, 27.96429809671301, 13.795773136537399, 37.00808881220604, 1.9377954847872767,10, 
A2.56, 0.36139028263281003, 0.7555657149498484, 74.88123983076953, 32.15851414259242, 71.36348780620513, 2.6753064889510156,1, 
A2.57, 0.36116540209104847, 0.7564342075162707, 45.38576409788597, 33.18091738641829, 51.11014942942652, 2.268625389530237,1, 
A2.58, 0.3526931743692844, 0.7574934491321137, 55.82019161676362, 6.9543294457115525, 58.67074381423879, 2.4282073525577443,8, 
A2.59, 0.35699259987316667, 0.7587544035582375, 45.574304907125835, 12.088677408459347, 51.25159866729188, 2.2717044251519214,5, 
A2.60, 0.35853755865775666, 0.7597301448762519, 47.75352164743191, 33.10591156579313, 52.87263866722764, 2.3067734478841286,2, 
A2.61, 0.3752552300826224, 0.7606578426306381, 46.17757194904707, 10.653035170596253, 51.70288602790077, 2.2815153167175173,1, 
A2.62, 0.3609192767301485, 0.7618065899651494, 59.845432485105306, 1.1867916298948114, 61.458419781852626, 2.484521856596469,4, 
A2.63, 0.36756987511564526, 0.7627807988698444, 57.773328451423545, 46.74606981724104, 60.031470104558075, 2.4558440126679857,6, 
A2.64, 0.37693458080298375, 0.7637813530432666, 8.19089368673787, 3.5330707227432847, 16.322308562174882, 1.3342396420412512,4, 
A2.65, 0.3633774856717501, 0.7646663619327683, 66.04311155087554, 11.284296350618394, 65.63151082543217, 2.5665774541737347,3, 
A2.66, 0.37225133983730696, 0.7655232690823286, 74.19542096366227, 37.82700426582157, 70.92708707992657, 2.667152822481929,8, 
A2.67, 0.37529665374029386, 0.7664735023484741, 51.55576454342604, 7.452051142633735, 55.643214499718205, 2.36553252862314,5, 
A2.68, 0.38139304141867403, 0.7678687822590157, 62.31454689265316, 34.59729559468747, 63.13744756068167, 2.5178366531183434,7, 
A2.69, 0.37316633614362804, 0.7687202541213024, 62.41793645850895, 9.26946647426995, 63.20726425614503, 2.5192108973834064,4, 
A2.70, 0.3758954351807085, 0.7697833375734999, 71.1438728763947, 20.430056086743722, 68.96875599648953, 2.630385242116327,2, 
A2.71, 0.382471498229667, 0.7706270578970029, 62.39378542449529, 43.36936311512902, 63.190959584743744, 2.5188838870329215,10, 
A2.72, 0.3839015373195274, 0.7716082756964341, 20.46836215574359, 9.98756198112479, 30.057264709028097, 1.753665153806863,7, 
A2.73, 0.37965675466653215, 0.7726671205813581, 15.435461614669546, 8.75600576085984, 24.90235807784038, 1.6054278892986231,2, 
A2.74, 0.3846806050835309, 0.7738854860922688, 42.62213409019512, 13.797381810359074, 49.013703827495156, 2.2223723845719277,4, 
A2.75, 0.3915642301496372, 0.7746410998333475, 56.696357787211234, 14.410817942107549, 59.283090861760776, 2.4406403704943473,3, 
A2.76, 0.3800548847257071, 0.7756286389741952, 56.19073153269569, 12.864721079289142, 58.930100700110714, 2.433450422105578,4, 
A2.77, 0.39502058948686625, 0.7767278690160752, 31.35288489632972, 17.649353625805833, 39.94039957330643, 2.0107645298052317,5, 
A2.78, 0.38833749425061603, 0.7778896994970644, 32.151213076127675, 10.340163510713516, 40.615546919996255, 2.0272259653004765,6, 
A2.79, 0.4082395526962962, 0.7786164494688353, 56.913231173122675, 13.599389450707404, 59.43417450980243, 2.4436990225580937,6, 
A2.80, 0.40808443705088315, 0.779869810033055, 43.90341416396265, 20.79001921400176, 49.991127994045705, 2.244013811619733,8, 
A2.81, 0.3953376051966357, 0.7809503787282623, 6.592233257842861, 2.5133038632819025, 14.122636382103522, 1.2623755698225478,1, 
A2.82, 0.4111953048864985, 0.7818732464490712, 7.501459641187708, 5.862975381362995, 15.39304690519973, 1.3036685646300794,1, 
A2.83, 0.39956765639141967, 0.7829029150939159, 25.028951157467976, 1.355480026733232, 34.37076270306931, 1.8698145659446144,7, 
A2.84, 0.3999351330280814, 0.7839201651562947, 32.63827500272681, 23.398250814728698, 41.024711346187836, 2.037128725694014,6, 
A2.85, 0.407951554009846, 0.7847989561516804, 38.95056902754942, 8.497825789367909, 46.15689765255856, 2.1578524375601855,2, 
A2.86, 0.4192561301369077, 0.7858995194613443, 40.001094554037714, 33.257386645570016, 46.98313535949684, 2.176689733174211,1, 
A2.87, 0.4196605842860179, 0.7870638277933469, 11.609664676962833, 4.602989946130007, 20.595572234225344, 1.4728325771913653,1, 
A2.88, 0.4130995503335604, 0.7878343601827537, 30.438455135602556, 17.338988748509234, 39.15998168976471, 1.991548756081379,1, 
A2.89, 0.4203080080244486, 0.788858787693413, 31.658109456818224, 25.484621346993993, 40.199198749397624, 2.0170619994097074,10, 
A2.90, 0.4143621680242313, 0.7898821398158201, 4.801703720224829, 3.350817607514905, 11.432932755443556, 1.1832161963596093,7, 
A2.91, 0.41166210831149835, 0.7910937043902485, 22.242454609805804, 16.855758969317105, 31.76990261643266, 1.8005493640102177,4, 
A2.92, 0.41761490847172217, 0.7917295216302412, 14.936267263228316, 9.723168461489959, 24.362515511958463, 1.5892205390242566,7, 
A2.93, 0.421734124299634, 0.7929570300037146, 7.644055931753988, 5.603513246386085, 15.587506613010973, 1.3100309247727668,7, 
A2.94, 0.4263510377139725, 0.7941196112996606, 52.61834818233372, 27.25570886850273, 56.40516697837895, 2.381374437141824,1, 
A2.95, 0.42957296025805264, 0.7947698185879744, 17.62651057318746, 1.0769583143987247, 27.20643563449339, 1.6729936637213059,8, 
A2.96, 0.4199233743249788, 0.7958062372107716, 22.769338909348285, 19.404444180114535, 32.269657799608126, 1.814029230787569,10, 
A2.97, 0.42669803156384345, 0.796789161468442, 28.147574060852264, 2.34359003730578, 37.16961500549925, 1.941788268863397,3, 
A2.98, 0.426743693010609, 0.7980292088144204, 18.67196424745659, 10.742314966603766, 28.271840838661664, 1.7034980479773727,5, 
A2.99, 0.4274684756260695, 0.7989790463057511, 26.094213310414357, 3.40759322140023, 35.33921420062679, 1.8949776814807293,2, 
A2.100, 0.4489336812860318, 0.8000764528361445, 66.89438771664294, 14.02594963798585, 66.1942931421228, 2.577343492842567,6, 
A3.1, 0.4305767400246591, 0.8001145166338728, 33.71689748189182, 24.160070205012882, 41.923656571310545, 2.0587198921039542,8, 
A3.2, 0.43258334285828504, 0.8008247156073125, 20.108581952400005, 17.72387410328348, 29.704007715362838, 1.7437885665659634,5, 
A3.3, 0.4505943335565127, 0.802060941737518, 26.208375222564175, 8.793604235674279, 35.442212595794416, 1.8976327300303177,7, 
A3.4, 0.43894407689300396, 0.8030685435673051, 42.211858927743194, 19.029300752211224, 48.69866702873722, 2.2152737415716843,4, 
A3.5, 0.45477506636475, 0.8039956773290767, 5.980028225382106, 1.927700715370141, 13.234156082715304, 1.2342980660048353,3, 
A3.6, 0.44128548472005874, 0.8048711056646877, 52.90498180190675, 2.8628904408664106, 56.609823735557605, 2.385602606943901,5, 
A3.7, 0.45933495083173226, 0.8060732203580869, 9.484319328124657, 4.697612030836859, 17.998302383954723, 1.389149876196816,1, 
A3.8, 0.4452766350197726, 0.8069920868680468, 30.461255208207465, 23.682391626542387, 39.179536015793126, 1.991987228296571,9, 
A3.9, 0.4557669896133259, 0.8079122518397778, 70.8341855006318, 55.79368188983726, 68.76847072830653, 2.626482159713644,7, 
A3.10, 0.4458525888061921, 0.809142458751294, 62.31173565140198, 37.58987632047061, 63.13555331787707, 2.5176793059917326,1, 
A3.11, 0.44484903927581343, 0.8101232161839118, 35.98934565257728, 17.66506342368413, 43.78681858755865, 2.102855547738439,9, 
A3.12, 0.4647909218141859, 0.8111034118851653, 31.649434538529906, 2.464674127229949, 40.19185691227744, 2.0168305411384817,4, 
